nightly_fee,cleaning_fee,occupancy_tax_rate,avg_rating,reviews,city,max_capacity
221,29,0.10,1.04,9,Sammieland,9
335,55,0.08,4.43,775,Brakusbury,7
281,74,0.09,1.36,672,Lake Colton,7
280,23,0.09,3.58,10,South Karleeland,6
77,59,0.11,1.6,587,South Gaylord,7
248,54,0.08,2.97,679,West Savannaburgh,8
239,32,0.10,3.58,655,South Marquis,9
92,53,0.10,0.51,419,Port Alfonzo,10
239,44,0.11,4.44,926,North Antoniettaside,5
257,26,0.10,1.48,749,East Trystan,7
129,70,0.10,3.87,211,Marquisville,6
347,63,0.08,1.65,849,East Melyna,2
207,61,0.10,4.6,514,North Darrenview,7
244,58,0.11,3.69,533,Danialmouth,3
340,57,0.1,0.34,231,South Cleo,9
198,57,0.08,3.82,938,Port Ora,2
300,24,0.09,0.81,106,New Llewellyn,5
353,68,0.11,0.48,444,Oliverbury,7
185,61,0.08,1.52,189,Maverickstad,9
115,37,0.09,0.2,142,Haleymouth,2
209,50,0.09,0.21,537,East Hoytmouth,2
146,79,0.11,2.65,383,Kihnland,2
146,22,0.12,1.98,328,Baileeville,10
106,54,0.08,1.23,971,East Arvel,9
201,24,0.09,2.92,901,West Pearl,8
65,57,0.10,1.69,549,Port Kevon,4
246,53,0.08,1.77,102,Lake Alannaview,6
84,46,0.09,3.58,882,Yostbury,6
163,75,0.11,4.77,856,Wintheiserville,3
339,53,0.08,2.7,631,North Milesport,5
249,22,0.11,2.69,448,Lakinberg,4
359,31,0.08,3.23,389,Port Saulburgh,6
218,30,0.11,1.63,89,North Lillianfurt,3
299,60,0.10,3.95,523,Stanfurt,5
300,54,0.08,4.63,0,Arvillaport,9
214,37,0.09,1.86,221,Lake Jerroldberg,2
307,57,0.10,2.09,305,West Perry,7
295,59,0.12,1.84,735,Johnsonfort,4
112,60,0.08,4.72,614,Kunzeton,7
245,24,0.08,4,771,Lake Earnestine,9
224,56,0.09,0.33,760,North Sophiaside,5
104,32,0.12,0.75,812,Bethanybury,4
94,53,0.12,4.11,585,New Percival,4
189,33,0.08,1.37,653,Jaidaburgh,4
284,45,0.11,4.2,29,South Ilianaside,9
178,70,0.09,2.7,756,Cobychester,5
67,47,0.10,3.76,496,South Kane,2
190,51,0.11,0.26,229,Reyton,7
308,80,0.08,3.76,356,Casperborough,10
284,78,0.09,3.65,413,Zulaville,5
175,21,0.09,0.26,278,Marvinport,5
147,75,0.08,1.71,654,Scotside,8
72,47,0.10,4.83,140,Augustinehaven,10
327,43,0.1,2.92,942,Bettefort,8
261,75,0.08,4.81,458,Wileyhaven,7
269,36,0.10,3.54,13,Alisaborough,8
224,53,0.09,3.19,826,South Alexa,8
158,73,0.11,3.17,91,New Jerome,8
122,44,0.12,4.78,259,Gillianstad,10
322,55,0.1,0.01,517,North Zachery,5
70,67,0.09,1.68,799,Luzville,10
129,36,0.09,4.53,642,Fritschfort,4
168,37,0.11,5,935,North Danview,10
206,45,0.11,2.81,513,Port Cathryn,4
76,51,0.10,4.57,22,Port Erynmouth,7
345,25,0.11,0.8,618,Schroederview,8
158,47,0.12,3.23,266,East Danielle,2
244,33,0.08,3.28,298,East Jude,9
253,44,0.11,4.48,520,West Khalil,10
109,67,0.11,3.23,779,Lake Akeemside,4
228,80,0.09,2.2,79,North Archtown,6
302,63,0.12,0.52,352,West Idellview,9
258,36,0.11,0.71,47,West Blair,5
162,49,0.12,4.48,863,Ratkeville,8
344,76,0.12,0.39,967,South Aimee,4
199,71,0.10,1.9,527,West Heath,5
163,34,0.08,3.79,420,South Mireyachester,7
71,69,0.09,4.63,628,East Brionnaburgh,9
132,73,0.11,2.34,523,Rodriguezton,4
321,58,0.09,3.35,588,Labadiemouth,4
139,76,0.09,3.82,125,New Domenica,6
305,54,0.10,0.44,106,New Blair,4
130,46,0.11,1.83,566,South Saraitown,6
309,24,0.09,0.42,772,Leonardbury,4
119,24,0.10,1.61,961,Lake Clarabelle,6
242,64,0.08,1.44,938,Okunevatown,9
177,64,0.12,2.43,762,Austinfurt,6
89,63,0.09,0.04,680,North Dovie,4
177,72,0.09,4.88,363,Lake Will,8
237,62,0.11,0.52,541,Lake Jaylan,6
78,64,0.11,1.11,292,North Lester,4
280,40,0.12,4.12,71,South Anabel,9
318,25,0.12,3.74,852,Port Kendra,7
283,60,0.11,4.51,592,Dayanachester,4
262,51,0.10,2.43,408,Kaleymouth,7
159,37,0.11,4.75,781,Bauchmouth,3
270,77,0.10,3.9,441,New Marianna,4
185,50,0.09,1.18,443,New Shanel,8
301,74,0.09,4.64,999,South Ashtonmouth,2
304,42,0.10,0.46,848,Ernesttown,10
250,69,0.11,2.28,330,Kerlukeside,3
89,75,0.12,1.21,871,South Lilly,7
277,53,0.08,2.66,185,New Arvidville,10
80,60,0.10,2.68,316,South Alvamouth,3
321,37,0.09,0.63,859,Lake Juliet,5
73,61,0.10,4.3,640,West Bradleyburgh,4
341,35,0.10,1.18,380,West Demarioport,7
207,75,0.11,2.1,532,Sawaynchester,8
168,62,0.10,1.62,149,North Caleland,2
305,66,0.10,1.04,664,Zulauffurt,6
265,48,0.12,4.71,561,West Laruetown,8
331,72,0.11,1.71,819,Kertzmannfurt,9
288,25,0.08,0.26,919,East Reece,7
145,58,0.11,4.64,7,Port Modesto,2
327,43,0.10,0.55,138,Lake Jerad,9
307,25,0.11,4.76,43,Lake Georgette,3
347,45,0.10,2.53,588,Port Ramonaberg,5
229,68,0.11,0.1,760,South Larry,2
187,26,0.12,0.37,161,South Marcia,8
297,59,0.09,2.67,908,Lowellmouth,2
97,66,0.12,3.13,995,New Elena,6
248,48,0.12,4.41,15,New Bret,4
109,22,0.11,3.65,907,Strosinburgh,10
253,80,0.09,1.4,323,Wilburnfort,9
296,70,0.12,1.53,68,East Joany,4
99,51,0.10,1.85,753,Icieville,2
310,47,0.11,4.21,990,Flatleytown,5
337,66,0.09,4.55,981,North Dwight,8
78,36,0.12,3.78,278,Lake Martinefurt,10
132,33,0.09,2.23,709,Janamouth,7
327,75,0.10,0.55,217,East Hollis,4
115,75,0.08,2.36,238,Gottliebtown,3
268,21,0.09,3.98,614,New Casimirberg,4
207,26,0.12,0.84,815,Laurineside,8
183,56,0.08,0.85,779,Port Reidfort,2
314,24,0.12,2.63,72,Halvorsonville,6
316,29,0.12,1.82,557,West Brenda,4
277,25,0.09,3.98,634,New Kearaland,2
340,69,0.11,0.08,136,D'Amorestad,3
255,63,0.11,1.73,905,Prohaskatown,10
253,68,0.12,2.88,442,Lemkeville,8
315,31,0.08,3.31,775,New Destinybury,10
81,31,0.12,2.41,23,North Marlee,4
340,57,0.08,0.75,821,Murraymouth,3
76,41,0.08,3.03,327,Stantonport,8
116,70,0.12,2.69,418,East Jairo,3
90,31,0.09,0.95,88,Bernierhaven,9
213,40,0.09,3.45,306,Port Lorine,3
222,78,0.12,1.99,817,Madonnaview,3
275,40,0.11,3.98,916,Trantowmouth,4
63,42,0.08,1.87,778,Sunnyburgh,9
241,52,0.09,0.9,627,Hodkiewiczfort,5
236,43,0.08,2.17,90,Rippinport,2
250,51,0.08,3.56,388,North Sim,2
186,45,0.09,0.29,713,Aidanside,7
136,43,0.10,4.08,570,New Antwonton,7
164,44,0.12,1.1,215,South Marianoshire,10
306,24,0.08,2.22,189,Nathanborough,6
334,63,0.08,4.29,130,Tessbury,8
345,26,0.09,4.62,30,North Hattieborough,3
189,41,0.09,0.08,8,North Cathrynberg,9
185,58,0.12,2.92,699,Blaisechester,7
270,75,0.08,0.39,375,Port Karenhaven,7
258,33,0.1,4.89,27,Juvenalburgh,2
83,62,0.09,2.82,651,Zemlakshire,3
89,74,0.10,2.79,826,Sigridland,9
133,70,0.10,1.4,664,West Cydney,5
256,57,0.11,0.26,123,Whiteport,6
65,34,0.11,0.99,148,Roweburgh,5
149,62,0.12,1.72,946,Rosemaryland,6
74,77,0.11,5,458,Port Warrenchester,6
204,80,0.09,2.69,689,East Alejandrinview,6
352,43,0.1,4.54,252,North Litzy,10
151,41,0.10,4.38,638,Elnaland,2
204,23,0.10,0.07,721,Luettgenburgh,8
219,43,0.10,2.15,33,East Emie,6
262,39,0.09,0.02,204,McLaughlinville,7
334,30,0.11,0.89,928,West Brando,6
165,77,0.10,2.79,210,New Darenview,4
213,23,0.12,3.26,298,New Marques,8
326,47,0.10,3.49,437,Lake Norene,3
344,57,0.10,1.11,816,Lake Brayanview,6
219,46,0.08,4.01,849,Beertown,8
305,56,0.10,1,254,East Angelica,7
251,67,0.08,3.29,858,Pfannerstillborough,2
220,23,0.12,4.13,453,New Camylle,6
201,23,0.09,1.13,117,Bridieburgh,5
203,26,0.12,4.87,714,New Gerry,4
88,70,0.10,4.52,71,Jacobsonburgh,3
140,72,0.09,4.1,538,Lake Trycia,4
283,26,0.08,0.78,203,McDermottton,3
106,33,0.11,3.44,15,Elenorstad,4
321,57,0.09,1.02,574,Zboncakhaven,6
316,64,0.12,0.29,692,Brionnachester,8
75,50,0.09,3.88,481,Port Prudence,6
318,21,0.08,1.16,531,West Lowellfort,7
98,58,0.11,4.09,245,Binsburgh,3
283,78,0.09,2.24,496,Rayfort,4
270,59,0.12,0.52,222,Leifside,3
203,51,0.12,4.83,772,Donnellyside,9
89,46,0.08,0.56,146,Langworthhaven,10
144,43,0.09,4.52,57,Dickichester,2
187,48,0.08,1.85,759,Bechtelarstad,2
65,31,0.10,2.99,65,Stoltenbergfurt,9
249,78,0.09,1.44,377,North Savanahland,6
142,29,0.09,0.18,598,Funkshire,4
67,27,0.12,0.3,714,Darrenbury,9
347,21,0.11,1.16,888,Kerlukehaven,10
360,55,0.11,3.02,720,New Enid,8
314,76,0.08,0.92,100,Kassandrashire,7
344,63,0.12,3.24,587,Ericberg,3
164,44,0.11,1.42,986,Port Reidville,5
338,72,0.12,0.48,929,Tamarashire,8
198,50,0.12,2.37,667,Jerrystad,5
229,55,0.08,2.21,48,Port Lonnyland,10
292,78,0.10,1.38,576,Marilouside,8
149,57,0.12,1.4,233,South Alejandrin,9
146,33,0.12,2.51,559,South Mireyafurt,5
181,80,0.12,0.14,99,Ernserville,2
243,44,0.10,0.79,684,North Lucy,9
206,70,0.11,4.55,680,Denesikchester,10
342,48,0.10,3.22,743,West Adolphport,10
140,41,0.09,3.35,464,Port Kaleighmouth,2
152,58,0.12,4.32,71,Camdenland,8
228,35,0.10,0.58,472,North Coltonport,10
233,51,0.12,3.67,779,Port Camren,4
262,70,0.12,4.95,400,Treutelbury,3
325,21,0.10,3.34,320,Allisonport,3
314,49,0.12,0.29,22,Schoenmouth,6
180,59,0.10,1.87,255,Wadetown,2
183,62,0.10,1.05,495,Abernathyborough,5
349,56,0.09,1.51,38,New Kyler,3
299,46,0.10,0.26,547,North Xaviermouth,7
312,68,0.09,4.07,693,North Violette,5
112,79,0.11,4.45,29,Blockfort,8
215,73,0.13,2.16,559,South Lawsonbury,5
266,58,0.11,0.91,617,West Rosinabury,3
77,35,0.10,3.78,984,Abshireside,8
239,49,0.11,4.83,371,Nolanland,2
102,28,0.08,4.62,63,Rippinmouth,6
328,33,0.08,1.2,742,Grahamchester,7
337,71,0.08,1.41,844,Lake Estevan,10
347,75,0.10,4.05,461,East Harmonyshire,4
316,43,0.11,4.42,469,West Mireilleberg,3
334,46,0.09,4.32,601,South Aliviafurt,8
67,65,0.12,1.46,938,Torpside,7
94,39,0.11,3.11,917,Hyattton,2
255,69,0.10,2.36,34,Luciochester,9
251,52,0.10,4.81,496,East Adell,4
202,72,0.09,4.03,974,Port Soledadside,7
83,49,0.12,3.92,906,North Marcelle,4
242,47,0.08,4.85,187,Pfannerstillchester,7
137,23,0.09,0.5,136,East Tillman,7
212,67,0.11,4.13,497,Bruentown,4
247,30,0.11,2.07,793,Chetton,2
294,53,0.08,3.81,152,Hacketthaven,4
356,42,0.09,0.74,743,Port Angela,7
357,79,0.10,0.6,931,West Ashlynn,10
222,43,0.10,4.18,229,Madysonfurt,8
136,63,0.12,3.12,129,Domenicaside,8
122,22,0.08,1.93,851,West Dorristown,4
167,50,0.09,1.79,631,Port Agustin,3
136,62,0.08,4.46,436,North Ronny,6
319,75,0.09,1.1,290,Feilton,4
101,43,0.11,2.03,575,Sanfordmouth,2
197,54,0.11,0.14,969,Dejuanfort,10
145,28,0.12,4.09,427,Lake Trystanside,2
165,70,0.11,0.43,423,Eladiostad,2
251,63,0.08,1.11,832,Zacharyberg,10
282,36,0.08,2.74,253,Boscomouth,10
120,29,0.10,4.05,819,East Rowland,7
286,48,0.09,3.57,19,North Coralieview,2
209,67,0.10,3.05,782,Rohantown,10
236,47,0.12,1.39,936,East Laila,4
78,35,0.13,0.08,137,Tromptown,8
352,76,0.11,2.31,979,Nitzschemouth,8
182,49,0.09,4.8,660,Port Deja,3
165,46,0.12,1.56,432,North Ricardo,4
111,54,0.08,1.93,892,West Gradyport,8
208,26,0.12,3.41,486,Kunzetown,10
143,32,0.10,2.32,150,Port Ubaldohaven,2
354,69,0.12,4.27,783,West Caterinaberg,10
235,39,0.11,1.97,701,Erichville,6
228,72,0.10,3.13,113,Trevermouth,3
180,22,0.11,4.23,942,West Jocelynfurt,5
348,75,0.08,4.09,205,Port Alliefort,2
235,55,0.10,0.26,299,Dallinview,6
283,38,0.11,3.36,765,Lake Wilmatown,10
290,38,0.12,2.65,43,Port Lorenaville,10
139,24,0.08,0.26,212,East Ebba,7
291,47,0.09,0.61,326,Ericaburgh,7
337,78,0.08,2.07,96,New Kavon,5
347,42,0.09,1.78,73,East Gwendolynhaven,9
324,62,0.10,0.14,498,Lonnyton,8
307,43,0.10,0.74,865,Bodeshire,8
214,40,0.09,2.85,861,Creminchester,9
91,42,0.10,3.71,992,Hansenhaven,10
355,46,0.09,0.24,27,North Zella,2
235,21,0.12,1.23,747,Blandamouth,4
243,43,0.10,4.42,213,Pedrobury,5
321,73,0.11,0.86,20,Sidneyhaven,6
138,61,0.10,3.21,938,North Clark,2
205,27,0.12,0.28,23,Lake Cierra,5
116,78,0.11,0.44,807,West Sydneebury,3
101,59,0.11,2.63,607,Dejonburgh,10
178,33,0.08,1.87,511,Hillardburgh,4
103,45,0.12,4.08,81,Ratkefort,6
351,47,0.11,3.85,229,East Juddville,2
344,29,0.11,3.5,586,Williamsonview,9
250,60,0.1,2.15,749,Wiegandburgh,8
273,80,0.08,3.58,756,Estaside,10
323,56,0.09,0.42,651,Lake Madeline,3
81,50,0.12,2.99,828,East Marian,7
143,58,0.11,2.76,627,Port Vickieville,2
340,36,0.10,2.05,420,Luzfort,4
277,46,0.12,1.62,253,Sadyeview,10
194,76,0.12,2.78,744,Lake Demarcusfurt,2
88,24,0.12,4.73,552,New Tevinville,9
296,31,0.08,4.43,841,Lake Gilda,3
334,27,0.11,2.35,757,Lake Dorothea,10
87,25,0.08,1.7,829,Morissettestad,5
287,38,0.12,3.82,772,South Alexandreaburgh,5
142,64,0.08,2.63,175,South Gabriellafort,3
299,36,0.08,2.14,190,North Orland,10
74,32,0.09,4.04,347,Lake Keatonmouth,9
315,44,0.09,2.85,163,Parisianburgh,7
195,63,0.09,3.88,549,New Tia,4
272,25,0.08,3.18,173,East Lenora,3
275,41,0.12,2.01,971,Lake Kiel,5
186,31,0.10,3.97,742,Chandlerside,5
287,72,0.08,2.97,493,Angelicaberg,5
176,66,0.08,0.39,382,Lawsontown,4
143,75,0.08,1.25,531,Schambergertown,7
301,66,0.11,1.63,282,Nicoletteberg,8
136,58,0.11,4.69,373,North Pinkiemouth,6
355,54,0.09,3.3,454,South Nicolette,10
98,72,0.09,0.39,222,Port Bertramfort,9
207,60,0.09,1.45,956,South Emmalee,2
64,24,0.1,1.89,238,Lake Name,8
111,22,0.10,2.05,398,East Rudyfort,4
187,59,0.12,1.48,146,East Nicola,2
226,30,0.08,1.35,439,New Ryley,3
181,78,0.10,2.62,182,Candidofurt,4
140,58,0.08,3.81,875,Thoramouth,10
269,51,0.10,2.9,344,North Bradford,10
357,44,0.09,1.36,529,New Rosanna,8
257,21,0.09,1.45,163,Furmanburgh,6
345,32,0.12,3.02,113,Lake Stacy,2
140,71,0.10,4.83,365,Daveland,10
87,73,0.11,0.14,582,Joanieview,7
218,67,0.11,4.43,391,VonRuedenfurt,10
127,77,0.08,1.63,779,Jacobibury,9
303,70,0.08,0.54,341,New Garnet,2
228,38,0.10,4.83,177,New Lindsey,5
234,62,0.11,2.97,61,Lizethton,2
69,30,0.11,4.89,73,Port Leland,8
294,79,0.10,0.59,180,Lake Francesborough,2
248,27,0.11,2.94,71,Rempelmouth,4
104,69,0.09,2.76,625,Gusikowskiborough,5
306,57,0.12,1.86,150,New Malikamouth,2
292,42,0.12,1.99,100,Port Wade,2
304,25,0.09,0.62,99,Nolanmouth,2
75,60,0.09,1.31,178,Harveyville,2
247,80,0.10,1.85,527,Framiport,4
197,77,0.12,1.68,225,South Mathewview,2
248,75,0.09,2.57,747,North Betty,7
188,34,0.09,3.41,801,Hillsfurt,10
149,59,0.09,2.94,765,East Bethel,9
356,39,0.08,4.26,166,Cletachester,8
93,76,0.11,4.42,405,Uptonport,10
208,55,0.11,0.57,507,Koeppville,6
154,45,0.09,4.73,118,North Rahsaan,9
313,55,0.08,0.83,90,West Marguerite,8
313,70,0.12,0.27,446,Leannton,10
264,34,0.12,2.1,66,Ilaburgh,7
336,79,0.12,1.94,808,Willowview,9
309,45,0.11,3.22,522,North Titus,3
189,30,0.09,3.33,444,Kathlynview,3
86,59,0.12,1.7,63,South Dorrisshire,7
84,44,0.11,1.24,295,Port Camylle,4
163,47,0.08,2.67,738,Deloresborough,4
266,37,0.11,4.71,491,Port Leonie,2
282,58,0.11,2.29,146,Port Carter,9
155,34,0.09,2.95,530,Lake Allisonton,4
282,29,0.11,0.64,414,East Keshaunburgh,5
86,52,0.09,0.47,43,Gibsonstad,10
297,68,0.12,2.29,753,East Lennybury,4
216,26,0.1,1.31,737,South Ima,9
270,33,0.09,3.27,509,Lake Brendanmouth,3
151,77,0.08,4.05,829,North Janie,8
188,77,0.12,2.47,443,Ashleyfort,5
163,45,0.08,4.22,726,New Adrien,9
117,70,0.10,3.29,976,North Ines,5
151,53,0.08,2.71,942,Lake Genesis,5
189,79,0.08,1.05,252,Port Tracybury,9
178,48,0.11,0.18,779,North Dariomouth,10
294,28,0.09,4.95,371,Cartwrightchester,3
142,41,0.09,0.71,180,Kuhicshire,6
211,39,0.12,2.18,164,New Lincolnside,5
91,62,0.10,0.56,214,West Rozellaberg,2
298,67,0.11,4.34,603,Deltaberg,4
173,23,0.11,0.83,652,West Koby,3
92,66,0.11,4.94,635,Muellertown,4
339,37,0.08,0.64,291,East Sarinabury,9
106,34,0.11,4.61,873,East Alexannemouth,2
322,31,0.11,0.12,333,Reingerchester,10
196,49,0.08,1.65,46,Port Jayceeborough,9
143,33,0.12,4.57,760,Lake Kariane,4
232,43,0.12,0.83,610,Port Kenna,8
189,39,0.11,0.12,110,New Zanderland,2
229,60,0.10,2.29,756,Nicholefurt,10
148,43,0.11,4.33,208,Lake Gilbertochester,3
72,22,0.12,0.67,900,New Tate,2
335,53,0.11,2.55,7,Lancebury,10
263,70,0.08,4.39,382,North Dorothea,9
113,28,0.08,3.99,795,East Nehastad,6
168,72,0.10,4.23,690,Lake Fabianton,2
200,67,0.10,0.31,551,Kelliechester,2
166,33,0.12,0.43,87,Port Nicolamouth,7
255,75,0.08,3.02,653,Berneiceburgh,2
174,72,0.11,2.61,860,West Tabitha,6
110,32,0.11,0.61,285,Rileyview,2
170,45,0.09,3.29,526,South Tayaville,2
92,35,0.12,0.49,504,East Georgiana,4
169,58,0.08,1.21,125,East Thora,3
340,50,0.12,4.35,927,Bertaton,10
148,55,0.10,0.71,369,McKenzieside,2
262,45,0.09,1.25,758,Edgardohaven,9
343,64,0.08,2.6,409,North Grahamburgh,2
305,58,0.09,4.85,592,Gibsonton,6
115,65,0.11,1.87,87,Reesebury,8
206,37,0.11,2.59,365,South Floydmouth,3
297,27,0.08,1.35,942,East Eldredborough,4
313,21,0.11,2.41,631,West Janaeview,9
213,62,0.09,1.6,845,Letastad,10
338,71,0.12,4.67,403,Kulashaven,7
159,59,0.09,2.67,852,Tianafort,10
327,22,0.11,2.58,158,North Baby,3
252,30,0.08,0.62,315,Coltonhaven,10
326,39,0.08,1.14,174,New Alysson,9
86,24,0.08,2.66,236,West Ferneton,5
296,78,0.08,1.96,47,East Alannaside,5
323,77,0.09,2.94,724,Hilariostad,8
320,37,0.11,2.77,821,Lake Dominic,3
159,23,0.08,3.04,703,Lake Richieshire,2
327,28,0.1,1.14,876,Jovannyton,3
129,31,0.1,1.12,580,South Odell,9
192,77,0.12,4.57,840,Wilmerside,8
103,79,0.12,2.21,872,Port Jairo,3
143,21,0.09,1.49,474,Judeshire,5
269,72,0.08,1.56,976,East Vincenzoville,3
358,26,0.12,1.12,463,Theoberg,10
301,66,0.08,1.14,287,New Aleenfort,8
96,34,0.12,1.87,15,West Kaiafurt,3
340,22,0.09,3.16,432,East Helmerport,8
202,25,0.08,4.74,504,West Skylabury,2
131,67,0.10,4.38,692,North Magnus,8
297,49,0.12,4.85,846,MacGyverton,5
87,67,0.11,3.74,552,Kshlerinview,4
81,50,0.11,0.64,617,East Zanestad,9
204,32,0.09,0.83,16,North Caterinamouth,4
170,67,0.10,4.37,423,West Louie,8
342,76,0.08,4.8,555,Hammesborough,8
297,40,0.10,4.69,51,South Jarvismouth,2
180,35,0.12,0.37,673,West Everett,2
324,33,0.10,1.34,736,Watsicaton,6
147,37,0.08,1.26,918,Koelpinbury,8
147,59,0.09,4.03,905,Gislasontown,10
115,54,0.11,4.2,303,Ardenberg,2
318,58,0.09,1.27,483,Blickfort,10
139,45,0.08,4.38,498,Homenickfort,7
122,77,0.11,0.11,634,Lake Antwon,4
177,72,0.11,2.26,265,Haleymouth,3
342,73,0.10,4.06,47,Croninshire,2
91,21,0.11,2.67,510,North Neilborough,3
163,68,0.09,2.59,257,New Maryse,5
79,61,0.12,3.53,323,Lavinialand,10
81,21,0.08,3.88,705,West Kameronland,10
93,32,0.08,4.68,962,Camillahaven,6
286,37,0.11,4.17,545,New Katelynn,6
81,78,0.11,1.01,362,Antoniettamouth,10
218,44,0.08,2.32,760,Port Jovany,2
309,62,0.11,4.33,201,Maggiofort,3
133,35,0.12,4.19,647,Dickensview,2
246,33,0.10,1.97,861,Maribelburgh,8
207,36,0.08,1.82,907,Howeside,6
142,46,0.09,0.93,112,East Estellside,8
171,39,0.12,1.29,789,Lucianoberg,5
142,21,0.12,0.51,590,Namestad,4
345,71,0.11,1.17,963,Port Isabel,9
129,73,0.12,2.33,154,Dorrishaven,6
353,56,0.08,3.87,954,Noreneton,10
347,46,0.08,1.28,533,Port Ianland,8
223,58,0.10,0.63,4,Dickiborough,5
213,22,0.09,0.62,986,South Kennithbury,8
300,55,0.12,2.2,525,Lake Brantmouth,4
301,23,0.11,2.7,321,Lake Ednastad,5
358,53,0.11,0.23,504,Peterburgh,8
274,21,0.12,2.1,962,Eunaton,6
323,39,0.09,1.48,655,Annetteborough,4
207,69,0.12,1.27,463,Terrillmouth,5
120,64,0.09,1.39,185,Westtown,7
193,65,0.12,0.66,502,Calebshire,10
327,74,0.08,2.05,444,Nigelview,6
238,54,0.11,2.08,749,New Mollyfurt,3
351,78,0.11,2.62,840,West Shirley,9
70,42,0.10,1.32,195,Gabriellemouth,2
351,80,0.09,2.3,400,Olenmouth,9
160,67,0.12,4.91,240,Magdalenaberg,8
254,57,0.08,4.04,478,Wuckertmouth,5
181,38,0.11,1.78,164,Leoniefort,4
306,62,0.09,4.81,319,East Victorchester,6
108,77,0.12,4.43,173,Smithtown,5
320,80,0.09,2.26,351,Sauerport,6
79,50,0.08,4.32,361,Boscomouth,4
224,34,0.09,2.15,575,Herminiatown,10
191,54,0.09,4.8,608,East Rowanville,3
63,30,0.10,4.15,627,Hayleytown,5
327,38,0.08,1.27,520,Parkerhaven,8
321,61,0.10,4.67,332,Raynorhaven,5
240,45,0.09,4.18,2,Bahringerside,7
166,28,0.12,4.33,431,Port Vicky,9
114,23,0.12,3.52,24,Brakusport,9
193,59,0.10,3.94,583,East Brockhaven,8
160,47,0.12,3.24,584,Josiefurt,9
96,29,0.10,0.87,783,West Mariela,7
158,60,0.10,2.79,355,Jovanfurt,9
341,56,0.10,1.18,970,Lake Erwinton,4
281,41,0.12,2.55,624,Lake Delphinestad,7
143,69,0.12,0.98,501,Marksfort,5
333,45,0.09,4.33,871,East Gaetanoville,7
193,34,0.10,1.3,624,East Erich,6
117,67,0.08,2.22,750,Othochester,8
118,50,0.12,0.97,841,South Ciceroborough,5
84,66,0.08,2.66,27,North Juliusfort,7
180,35,0.11,1.64,619,South Lornaburgh,4
132,55,0.09,4.19,988,South Arielburgh,7
353,31,0.10,1.87,104,Port Darronside,2
183,39,0.12,0.53,799,Jaidaport,9
130,21,0.11,2.97,77,East Lindsey,3
245,43,0.10,0.93,381,East Amiyatown,3
144,50,0.10,0.29,180,Franciscaland,7
140,45,0.09,3.98,721,Reillyport,4
66,56,0.12,4.98,267,Bradtkefort,2
78,46,0.08,3.96,382,Binston,9
62,54,0.10,0.5,161,Stromanbury,7
332,74,0.09,3.2,488,Port Imelda,10
356,69,0.08,4.15,989,North Favianchester,9
307,56,0.11,3.4,295,Benniemouth,3
78,80,0.12,0.36,908,Strackemouth,4
241,41,0.11,0.74,155,Lake Victoriaport,8
248,35,0.08,2.46,394,Emardshire,10
307,28,0.11,2.97,992,East Cesar,7
211,60,0.08,2.91,214,East Grantshire,9
155,21,0.10,1.37,694,Keshawnburgh,9
209,46,0.08,3.98,255,South Lenny,10
88,22,0.12,1.11,640,New Jodiefort,2
303,70,0.12,4.23,695,New Dwightshire,2
71,47,0.08,4.1,275,New Osborne,5
84,60,0.08,2.66,12,New Isaias,7
254,57,0.1,2.78,260,Donnellyside,9
130,26,0.11,4.33,738,Port Georgette,5
260,52,0.11,1.69,858,West Delpha,7
310,39,0.12,3.45,166,East Curt,7
134,71,0.08,3.14,934,South Paxton,6
316,28,0.11,0.68,887,Rauborough,8
286,41,0.08,3.48,143,Glovershire,9
230,74,0.10,3.73,465,Emmetfurt,10
227,68,0.09,0.73,123,Haskellfort,3
156,46,0.08,1.98,895,Bergnaumshire,3
271,27,0.12,2.3,944,Halvorsonfort,2
111,32,0.09,3.29,540,South Marcellus,4
264,75,0.10,0.51,906,South Broderickfort,3
223,62,0.12,2.41,594,Cummingsview,9
203,73,0.12,0.01,257,Madisynport,7
146,58,0.09,2.72,118,Goodwinberg,6
272,73,0.11,0.38,968,Ziemanntown,7
110,29,0.11,1.94,289,New Dannyport,9
271,62,0.09,4.67,176,Port Estamouth,3
357,26,0.10,0.66,749,West Cathyview,2
315,77,0.10,4.78,45,Macejkovicbury,8
178,67,0.09,0.57,263,Charleyfurt,9
358,76,0.11,4.27,94,Gloverville,5
148,48,0.09,3.48,40,Millsville,7
274,77,0.08,1.75,722,Lake Cristal,4
247,67,0.08,4.53,939,Port Samanthaton,2
181,38,0.09,1.42,184,Walterhaven,7
121,25,0.10,4.08,835,Toreystad,8
194,47,0.09,1.41,246,South Toni,10
213,51,0.10,0.46,818,Port Antonemouth,3
119,26,0.12,2.08,311,Gulgowskibury,6
310,74,0.10,1.79,770,East Bart,9
357,73,0.11,4.01,651,Smithhaven,5
215,73,0.12,0.03,889,Kimberlystad,9
84,70,0.11,2.36,792,North Soledad,7
104,78,0.11,4.74,491,Maggioside,7
189,31,0.09,3.41,731,Mayeview,6
280,64,0.09,1.85,385,Ulicesmouth,8
351,24,0.09,4.73,448,Bauchview,2
264,29,0.10,3.07,468,East Kailyn,3
215,38,0.12,0.49,620,Daltonfort,10
175,73,0.11,4.16,859,O'Haramouth,6
